Date,Production Rate
09-11-2009,5565
10-11-2009,5575
11-11-2009,5586
12-11-2009,5595
13-11-2009,5587
14-11-2009,5576
15-11-2009,5512
16-11-2009,5511
17-11-2009,5516
18-11-2009,5516
19-11-2009,5510
20-11-2009,5521
21-11-2009,5449
22-11-2009,5523
23-11-2009,5518
24-11-2009,5519
25-11-2009,5495
26-11-2009,5509
27-11-2009,5507
28-11-2009,5504
29-11-2009,5499
30-11-2009,5495
01-12-2009,5511
02-12-2009,5517
03-12-2009,5512
04-12-2009,5516
05-12-2009,5520
06-12-2009,5523
07-12-2009,4904
08-12-2009,5543
09-12-2009,5089
10-12-2009,5420
11-12-2009,5459
12-12-2009,5460
13-12-2009,5483
14-12-2009,5381
15-12-2009,5388
16-12-2009,5399
17-12-2009,5272
18-12-2009,5821
19-12-2009,5184
20-12-2009,5598
21-12-2009,5506
22-12-2009,5542
23-12-2009,5471
24-12-2009,5422
25-12-2009,5414
26-12-2009,5405
27-12-2009,5376
28-12-2009,5406
29-12-2009,5440
30-12-2009,5484
31-12-2009,5484
01-01-2010,5490
02-01-2010,5496
03-01-2010,5494
04-01-2010,5491
05-01-2010,5512
06-01-2010,5504
07-01-2010,5488
08-01-2010,5482
09-01-2010,5480
10-01-2010,5487
11-01-2010,5480
12-01-2010,5484
13-01-2010,5529
14-01-2010,5484
15-01-2010,5573
16-01-2010,5528
17-01-2010,5539
18-01-2010,5540
19-01-2010,5588
20-01-2010,5526
21-01-2010,5537
22-01-2010,3138
23-01-2010,5338
24-01-2010,5396
25-01-2010,5443
26-01-2010,5498
27-01-2010,5370
28-01-2010,5359
29-01-2010,5361
30-01-2010,5352
31-01-2010,5242
01-02-2010,5300
02-02-2010,5331
03-02-2010,5307
04-02-2010,5240
05-02-2010,5325
06-02-2010,5317
07-02-2010,5300
08-02-2010,5270
09-02-2010,5280
10-02-2010,5288
11-02-2010,5637
12-02-2010,5945
13-02-2010,5106
14-02-2010,5205
15-02-2010,3703
16-02-2010,5126
17-02-2010,5086
18-02-2010,5020
19-02-2010,5161
20-02-2010,5205
21-02-2010,5218
22-02-2010,5206
23-02-2010,5206
24-02-2010,5217
25-02-2010,5229
26-02-2010,5199
27-02-2010,5199
28-02-2010,5212
01-03-2010,5226
02-03-2010,5231
03-03-2010,5276
04-03-2010,5282
05-03-2010,5295
06-03-2010,5346
07-03-2010,5318
08-03-2010,5342
09-03-2010,4782
10-03-2010,5297
11-03-2010,5341
12-03-2010,5336
13-03-2010,5313
14-03-2010,5327
15-03-2010,5340
16-03-2010,3270
17-03-2010,5479
18-03-2010,5228
19-03-2010,5238
20-03-2010,5182
21-03-2010,5065
22-03-2010,5174
23-03-2010,5154
24-03-2010,5169
25-03-2010,5041
26-03-2010,5075
27-03-2010,4743
28-03-2010,5267
29-03-2010,5135
30-03-2010,5146
31-03-2010,5150
01-04-2010,5105
02-04-2010,5075
03-04-2010,5058
04-04-2010,5219
05-04-2010,5226
06-04-2010,5260
07-04-2010,5237
08-04-2010,5209
09-04-2010,5232
10-04-2010,5247
11-04-2010,5254
12-04-2010,5248
13-04-2010,5242
14-04-2010,5239
15-04-2010,5256
16-04-2010,5249
17-04-2010,5264
18-04-2010,5268
19-04-2010,5292
20-04-2010,5287
21-04-2010,5275
22-04-2010,5248
23-04-2010,5208
24-04-2010,5227
25-04-2010,5248
26-04-2010,5260
27-04-2010,5262
28-04-2010,5250
29-04-2010,5219
30-04-2010,5202
01-05-2010,5237
02-05-2010,5319
03-05-2010,5344
04-05-2010,5340
05-05-2010,5325
06-05-2010,5351
07-05-2010,5352
08-05-2010,5408
09-05-2010,175
10-05-2010,0
11-05-2010,0
12-05-2010,0
13-05-2010,0
14-05-2010,0
15-05-2010,0
16-05-2010,0
17-05-2010,0
18-05-2010,0
19-05-2010,0
20-05-2010,0
21-05-2010,0
22-05-2010,0
23-05-2010,0
24-05-2010,0
25-05-2010,0
26-05-2010,0
27-05-2010,0
28-05-2010,0
29-05-2010,0
30-05-2010,0
31-05-2010,0
01-06-2010,0
02-06-2010,0
03-06-2010,0
04-06-2010,0
05-06-2010,0
06-06-2010,0
07-06-2010,0
08-06-2010,0
09-06-2010,831
10-06-2010,4695
11-06-2010,5038
12-06-2010,5240
13-06-2010,4584
14-06-2010,5426
15-06-2010,5334
16-06-2010,5349
17-06-2010,5358
18-06-2010,5345
19-06-2010,5326
20-06-2010,5366
21-06-2010,5498
22-06-2010,6486
23-06-2010,4580
24-06-2010,1479
25-06-2010,1555
26-06-2010,6906
27-06-2010,7037
28-06-2010,5719
29-06-2010,5520
30-06-2010,5528
01-07-2010,5520
02-07-2010,5435
03-07-2010,5373
04-07-2010,5468
05-07-2010,5244
06-07-2010,5211
07-07-2010,5205
08-07-2010,5205
09-07-2010,5020
10-07-2010,5011
11-07-2010,5022
12-07-2010,4953
13-07-2010,4968
14-07-2010,5033
15-07-2010,5079
16-07-2010,5109
17-07-2010,5152
18-07-2010,5197
19-07-2010,5203
20-07-2010,5198
21-07-2010,5191
22-07-2010,5211
23-07-2010,5199
24-07-2010,5104
25-07-2010,5189
26-07-2010,5205
27-07-2010,5207
28-07-2010,5162
29-07-2010,5152
30-07-2010,5141
31-07-2010,5103
01-08-2010,5133
02-08-2010,5147
03-08-2010,5135
04-08-2010,5185
05-08-2010,5183
06-08-2010,5132
07-08-2010,5180
08-08-2010,5130
09-08-2010,5051
10-08-2010,5063
11-08-2010,4968
12-08-2010,5199
13-08-2010,5217
14-08-2010,4644
15-08-2010,5288
16-08-2010,5260
17-08-2010,4590
18-08-2010,2669
19-08-2010,1640
20-08-2010,5004
21-08-2010,2071
22-08-2010,5131
23-08-2010,5119
24-08-2010,5085
25-08-2010,5078
26-08-2010,5028
27-08-2010,5038
28-08-2010,5085
29-08-2010,5006
30-08-2010,5005
31-08-2010,4975
01-09-2010,4946
02-09-2010,4935
03-09-2010,4938
04-09-2010,4895
05-09-2010,4937
06-09-2010,4990
07-09-2010,4995
08-09-2010,4935
09-09-2010,4935
10-09-2010,5171
11-09-2010,5145
12-09-2010,5108
13-09-2010,5176
14-09-2010,5254
15-09-2010,5282
16-09-2010,5254
17-09-2010,5197
18-09-2010,5218
19-09-2010,5247
20-09-2010,5105
21-09-2010,5108
22-09-2010,5137
23-09-2010,4595
24-09-2010,4797
25-09-2010,5128
26-09-2010,5158
27-09-2010,5155
28-09-2010,4914
29-09-2010,4959
30-09-2010,5022
01-10-2010,4960
02-10-2010,5566
03-10-2010,4944
04-10-2010,4932
05-10-2010,4920
06-10-2010,4943
07-10-2010,4934
08-10-2010,4901
09-10-2010,4939
10-10-2010,4921
11-10-2010,4916
12-10-2010,4899
13-10-2010,4484
14-10-2010,5107
15-10-2010,5110
16-10-2010,547
17-10-2010,5117
18-10-2010,5104
19-10-2010,5077
20-10-2010,5100
21-10-2010,5078
22-10-2010,5093
23-10-2010,5130
24-10-2010,4999
25-10-2010,5097
26-10-2010,5077
27-10-2010,4962
28-10-2010,5124
29-10-2010,4999
30-10-2010,5139
31-10-2010,5070
01-11-2010,5076
02-11-2010,5065
03-11-2010,5081
04-11-2010,5088
05-11-2010,5138
06-11-2010,5089
07-11-2010,5104
08-11-2010,5101
09-11-2010,4978
10-11-2010,4900
11-11-2010,615
12-11-2010,1397
13-11-2010,3349
14-11-2010,0
15-11-2010,0
16-11-2010,0
17-11-2010,0
18-11-2010,0
19-11-2010,0
20-11-2010,0
21-11-2010,0
22-11-2010,0
23-11-2010,0
24-11-2010,0
25-11-2010,0
26-11-2010,1399
27-11-2010,5112
28-11-2010,5211
29-11-2010,2684
30-11-2010,2889
01-12-2010,5303
02-12-2010,5155
03-12-2010,4751
04-12-2010,0
05-12-2010,0
06-12-2010,777
07-12-2010,0
08-12-2010,1380
09-12-2010,5329
10-12-2010,5458
11-12-2010,5528
12-12-2010,5573
13-12-2010,5580
14-12-2010,4629
15-12-2010,5508
16-12-2010,5478
17-12-2010,5496
18-12-2010,5520
19-12-2010,5532
20-12-2010,5522
21-12-2010,5518
22-12-2010,5510
23-12-2010,5441
24-12-2010,5383
25-12-2010,5351
26-12-2010,5325
27-12-2010,5309
28-12-2010,5398
29-12-2010,5367
30-12-2010,5413
31-12-2010,5448
01-01-2011,5352
02-01-2011,5277
03-01-2011,5326
04-01-2011,5382
05-01-2011,5446
06-01-2011,5430
07-01-2011,5423
08-01-2011,5438
09-01-2011,5435
10-01-2011,5477
11-01-2011,3240
12-01-2011,4570
13-01-2011,5216
14-01-2011,4243
15-01-2011,5347
16-01-2011,5375
17-01-2011,6066
18-01-2011,6398
19-01-2011,5347
20-01-2011,5247
21-01-2011,5130
22-01-2011,5155
23-01-2011,5204
24-01-2011,5252
25-01-2011,5311
26-01-2011,5282
27-01-2011,5435
28-01-2011,5448
29-01-2011,5472
30-01-2011,5499
31-01-2011,5396
01-02-2011,5438
02-02-2011,5102
03-02-2011,5054
04-02-2011,5281
05-02-2011,5301
06-02-2011,4251
07-02-2011,4654
08-02-2011,5333
09-02-2011,5212
10-02-2011,5218
11-02-2011,5230
12-02-2011,5288
13-02-2011,5264
14-02-2011,5318
15-02-2011,5370
16-02-2011,5354
17-02-2011,5394
18-02-2011,4843
19-02-2011,0
20-02-2011,0
21-02-2011,2358
22-02-2011,0
23-02-2011,2065
24-02-2011,5409
25-02-2011,5358
26-02-2011,5355
27-02-2011,5387
28-02-2011,5474
01-03-2011,5695
02-03-2011,5931
03-03-2011,478
04-03-2011,1783
05-03-2011,5453
06-03-2011,5194
07-03-2011,5597
08-03-2011,4433
09-03-2011,5316
10-03-2011,5229
11-03-2011,5135
12-03-2011,5568
13-03-2011,5451
14-03-2011,5341
15-03-2011,5472
16-03-2011,5587
17-03-2011,5792
18-03-2011,5845
19-03-2011,433
20-03-2011,0
21-03-2011,70
22-03-2011,2965
23-03-2011,2404
24-03-2011,4854
25-03-2011,230
26-03-2011,858
27-03-2011,6056
28-03-2011,647
29-03-2011,0
30-03-2011,0
31-03-2011,3605
01-04-2011,5830
02-04-2011,5878
03-04-2011,5903
04-04-2011,5924
05-04-2011,5958
06-04-2011,5940
07-04-2011,5946
08-04-2011,5888
09-04-2011,5897
10-04-2011,5878
11-04-2011,5849
12-04-2011,5858
13-04-2011,5880
14-04-2011,5898
15-04-2011,5892
16-04-2011,5884
17-04-2011,5882
18-04-2011,5710
19-04-2011,5905
20-04-2011,5699
21-04-2011,5849
22-04-2011,5840
23-04-2011,5837
24-04-2011,5879
25-04-2011,6051
26-04-2011,5822
27-04-2011,5899
28-04-2011,5861
29-04-2011,5267
30-04-2011,5752
01-05-2011,5678
02-05-2011,5910
03-05-2011,4841
04-05-2011,3404
05-05-2011,3420
06-05-2011,3409
07-05-2011,3407
08-05-2011,3394
09-05-2011,3376
10-05-2011,2668
11-05-2011,0
12-05-2011,1054
13-05-2011,5707
14-05-2011,4582
15-05-2011,5443
16-05-2011,2235
17-05-2011,2731
18-05-2011,1342
19-05-2011,4849
20-05-2011,5481
21-05-2011,5151
22-05-2011,5153
23-05-2011,5169
24-05-2011,905
25-05-2011,2661
26-05-2011,5283
27-05-2011,5130
28-05-2011,6116
29-05-2011,5480
30-05-2011,5115
31-05-2011,4995
01-06-2011,5058
02-06-2011,4968
03-06-2011,5163
04-06-2011,5141
05-06-2011,4990
06-06-2011,5046
07-06-2011,2699
08-06-2011,2067
09-06-2011,5149
10-06-2011,5019
11-06-2011,5019
12-06-2011,5067
13-06-2011,5126
14-06-2011,5131
15-06-2011,5101
16-06-2011,5088
17-06-2011,5084
18-06-2011,5100
19-06-2011,5109
20-06-2011,5110
21-06-2011,5065
22-06-2011,5086
23-06-2011,5080
24-06-2011,2055
25-06-2011,2989
26-06-2011,2569
27-06-2011,5057
28-06-2011,4996
29-06-2011,5551
30-06-2011,3819
01-07-2011,1239
02-07-2011,0
03-07-2011,0
04-07-2011,3549
05-07-2011,4814
06-07-2011,4772
07-07-2011,4838
08-07-2011,4374
09-07-2011,4864
10-07-2011,4843
11-07-2011,4789
12-07-2011,4711
13-07-2011,4711
14-07-2011,4680
15-07-2011,4659
16-07-2011,4703
17-07-2011,4660
18-07-2011,4792
19-07-2011,4938
20-07-2011,4944
21-07-2011,4965
22-07-2011,4971
23-07-2011,4971
24-07-2011,5113
25-07-2011,4948
26-07-2011,4962
27-07-2011,4989
28-07-2011,4952
29-07-2011,5180
30-07-2011,4841
31-07-2011,4837
01-08-2011,4588
02-08-2011,2437
03-08-2011,4701
04-08-2011,4730
05-08-2011,1878
06-08-2011,4075
07-08-2011,0
08-08-2011,4876
09-08-2011,3059
10-08-2011,4410
11-08-2011,4315
12-08-2011,4940
13-08-2011,4867
14-08-2011,4890
15-08-2011,4896
16-08-2011,3194
17-08-2011,4898
18-08-2011,4923
19-08-2011,4956
20-08-2011,5068
21-08-2011,4953
22-08-2011,4279
23-08-2011,3178
24-08-2011,4878
25-08-2011,4937
26-08-2011,4919
27-08-2011,4287
28-08-2011,5134
29-08-2011,5025
30-08-2011,4328
31-08-2011,2868
01-09-2011,1457
02-09-2011,5073
03-09-2011,4783
04-09-2011,4942
05-09-2011,4868
06-09-2011,4867
07-09-2011,4786
08-09-2011,4672
09-09-2011,4815
10-09-2011,4948
11-09-2011,3970
12-09-2011,3588
13-09-2011,4794
14-09-2011,1696
15-09-2011,0
16-09-2011,0
17-09-2011,0
18-09-2011,0
19-09-2011,0
20-09-2011,496
21-09-2011,2093
22-09-2011,3296
23-09-2011,3186
24-09-2011,1460
25-09-2011,59
26-09-2011,4824
27-09-2011,5087
28-09-2011,5145
29-09-2011,5065
30-09-2011,5066
01-10-2011,5033
02-10-2011,1974
03-10-2011,449
04-10-2011,4815
05-10-2011,589
06-10-2011,0
07-10-2011,4654
08-10-2011,4964
09-10-2011,5058
10-10-2011,4208
11-10-2011,5054
12-10-2011,5092
13-10-2011,3629
14-10-2011,5214
15-10-2011,5050
16-10-2011,5166
17-10-2011,5283
18-10-2011,5186
19-10-2011,4931
20-10-2011,4907
21-10-2011,4942
22-10-2011,4919
23-10-2011,4916
24-10-2011,4928
25-10-2011,263
26-10-2011,4922
27-10-2011,5090
28-10-2011,4811
29-10-2011,4814
30-10-2011,4835
31-10-2011,4828
01-11-2011,4836
02-11-2011,4883
03-11-2011,4883
04-11-2011,4842
05-11-2011,5486
06-11-2011,5001
07-11-2011,5076
08-11-2011,5166
09-11-2011,5175
10-11-2011,5079
11-11-2011,3938
12-11-2011,4640
13-11-2011,4889
14-11-2011,2750
15-11-2011,4778
16-11-2011,1698
17-11-2011,1712
18-11-2011,5039
19-11-2011,2360
20-11-2011,514
21-11-2011,2486
22-11-2011,4798
23-11-2011,4993
24-11-2011,5012
25-11-2011,5031
26-11-2011,5054
27-11-2011,5532
28-11-2011,5577
29-11-2011,4314
30-11-2011,364
01-12-2011,5353
02-12-2011,5360
03-12-2011,5103
04-12-2011,5383
05-12-2011,5375
06-12-2011,5415
07-12-2011,5438
08-12-2011,5438
09-12-2011,5438
10-12-2011,5436
11-12-2011,5443
12-12-2011,5455
13-12-2011,5450
14-12-2011,4074
15-12-2011,3125
16-12-2011,3630
17-12-2011,4542
18-12-2011,4298
19-12-2011,4594
20-12-2011,5477
21-12-2011,5448
22-12-2011,5440
23-12-2011,5437
24-12-2011,5423
25-12-2011,5398
26-12-2011,5437
27-12-2011,5436
28-12-2011,5565
29-12-2011,5570
30-12-2011,5534
31-12-2011,3442
01-01-2012,0
02-01-2012,0
03-01-2012,2772
04-01-2012,4913
05-01-2012,4807
06-01-2012,4677
07-01-2012,1896
08-01-2012,0
09-01-2012,0
10-01-2012,0
11-01-2012,0
12-01-2012,0
13-01-2012,0
14-01-2012,0
15-01-2012,0
16-01-2012,0
17-01-2012,44
18-01-2012,4404
19-01-2012,5371
20-01-2012,5270
21-01-2012,5283
22-01-2012,5330
23-01-2012,5414
24-01-2012,5458
25-01-2012,4935
26-01-2012,5534
27-01-2012,5487
28-01-2012,5507
29-01-2012,5498
30-01-2012,5499
31-01-2012,5478
01-02-2012,5542
02-02-2012,5431
03-02-2012,5252
04-02-2012,5254
05-02-2012,5236
06-02-2012,5168
07-02-2012,5169
08-02-2012,5152
09-02-2012,5130
10-02-2012,5177
11-02-2012,5365
12-02-2012,5180
13-02-2012,5117
14-02-2012,5228
15-02-2012,5190
16-02-2012,5427
17-02-2012,5461
18-02-2012,3377
19-02-2012,4947
20-02-2012,5826
21-02-2012,5384
22-02-2012,5380
23-02-2012,5255
24-02-2012,5249
25-02-2012,5257
26-02-2012,5269
27-02-2012,5288
28-02-2012,5305
29-02-2012,5221
01-03-2012,5201
02-03-2012,5197
03-03-2012,5086
04-03-2012,6016
05-03-2012,4820
06-03-2012,4773
07-03-2012,4958
08-03-2012,4964
09-03-2012,4970
10-03-2012,4957
11-03-2012,4947
12-03-2012,4946
13-03-2012,4664
14-03-2012,5086
15-03-2012,4973
16-03-2012,4915
17-03-2012,4816
18-03-2012,4821
19-03-2012,5155
20-03-2012,5389
21-03-2012,5498
22-03-2012,5473
23-03-2012,4195
24-03-2012,5446
25-03-2012,5478
26-03-2012,5480
27-03-2012,5360
28-03-2012,5281
29-03-2012,5251
30-03-2012,5233
31-03-2012,5298
01-04-2012,5355
02-04-2012,5379
03-04-2012,5451
04-04-2012,5462
05-04-2012,5430
06-04-2012,5448
07-04-2012,5439
08-04-2012,5430
09-04-2012,5397
10-04-2012,5413
11-04-2012,5420
12-04-2012,393
13-04-2012,0
14-04-2012,0
15-04-2012,0
16-04-2012,0
17-04-2012,0
18-04-2012,4394
19-04-2012,5135
20-04-2012,4786
21-04-2012,4748
22-04-2012,4842
23-04-2012,4783
24-04-2012,4992
25-04-2012,5339
26-04-2012,5255
27-04-2012,5012
28-04-2012,5306
29-04-2012,5136
30-04-2012,5223
01-05-2012,5190
02-05-2012,5201
03-05-2012,5155
04-05-2012,5124
05-05-2012,5343
06-05-2012,5342
07-05-2012,5377
08-05-2012,5300
09-05-2012,5287
10-05-2012,5280
11-05-2012,5341
12-05-2012,5424
13-05-2012,5414
14-05-2012,5426
15-05-2012,5447
16-05-2012,5524
17-05-2012,5505
18-05-2012,5571
19-05-2012,5572
20-05-2012,5546
21-05-2012,5560
22-05-2012,5519
23-05-2012,328
24-05-2012,4395
25-05-2012,5537
26-05-2012,5486
27-05-2012,5326
28-05-2012,5401
29-05-2012,5466
30-05-2012,5442
31-05-2012,5239
01-06-2012,5334
02-06-2012,5337
03-06-2012,5104
04-06-2012,5091
05-06-2012,5089
06-06-2012,5243
07-06-2012,5271
08-06-2012,5208
09-06-2012,5122
10-06-2012,5104
11-06-2012,5101
12-06-2012,5091
13-06-2012,5082
14-06-2012,5073
15-06-2012,5162
16-06-2012,5081
17-06-2012,5125
18-06-2012,5151
19-06-2012,5191
20-06-2012,5136
21-06-2012,5067
22-06-2012,4612
23-06-2012,5060
24-06-2012,5016
25-06-2012,4980
26-06-2012,5075
27-06-2012,4948
28-06-2012,4974
29-06-2012,4971
30-06-2012,4968
01-07-2012,4962
02-07-2012,5253
03-07-2012,5315
04-07-2012,5167
05-07-2012,5289
06-07-2012,5088
07-07-2012,4997
08-07-2012,4996
09-07-2012,4981
10-07-2012,5053
11-07-2012,5147
12-07-2012,5098
13-07-2012,4981
14-07-2012,4930
15-07-2012,4902
16-07-2012,4899
17-07-2012,4886
18-07-2012,1427
19-07-2012,0
20-07-2012,0
21-07-2012,0
22-07-2012,895
23-07-2012,974
24-07-2012,0
25-07-2012,0
26-07-2012,0
27-07-2012,0
28-07-2012,0
29-07-2012,0
30-07-2012,0
31-07-2012,0
01-08-2012,0
02-08-2012,0
03-08-2012,0
04-08-2012,0
05-08-2012,0
06-08-2012,0
07-08-2012,0
08-08-2012,0
09-08-2012,0
10-08-2012,0
11-08-2012,0
12-08-2012,0
13-08-2012,0
14-08-2012,0
15-08-2012,0
16-08-2012,0
17-08-2012,0
18-08-2012,0
19-08-2012,0
20-08-2012,0
21-08-2012,0
22-08-2012,0
23-08-2012,0
24-08-2012,0
25-08-2012,267
26-08-2012,1009
27-08-2012,1109
28-08-2012,1093
29-08-2012,1075
30-08-2012,1074
31-08-2012,1097
01-09-2012,1064
02-09-2012,712
03-09-2012,1031
04-09-2012,1411
05-09-2012,1115
06-09-2012,1121
07-09-2012,1022
08-09-2012,1284
09-09-2012,1279
10-09-2012,1196
11-09-2012,1239
12-09-2012,1252
13-09-2012,1241
14-09-2012,1486
15-09-2012,1455
16-09-2012,1419
17-09-2012,1381
18-09-2012,1370
19-09-2012,1361
20-09-2012,1582
21-09-2012,1403
22-09-2012,1398
23-09-2012,1352
24-09-2012,1404
25-09-2012,1446
26-09-2012,1325
27-09-2012,1637
28-09-2012,1034
29-09-2012,125
30-09-2012,1909
01-10-2012,1262
02-10-2012,673
03-10-2012,566
04-10-2012,1337
05-10-2012,1313
06-10-2012,1294
07-10-2012,1310
08-10-2012,1316
09-10-2012,1310
10-10-2012,1271
11-10-2012,1258
12-10-2012,1267
13-10-2012,1286
14-10-2012,1344
15-10-2012,1297
16-10-2012,1313
17-10-2012,1277
18-10-2012,1272
19-10-2012,1284
20-10-2012,1232
21-10-2012,1404
22-10-2012,1330
23-10-2012,1413
24-10-2012,1408
25-10-2012,1406
26-10-2012,1385
27-10-2012,1415
28-10-2012,1394
29-10-2012,1392
30-10-2012,1389
31-10-2012,1412
01-11-2012,1411
02-11-2012,1417
